"id:ID",":LABEL","caption","name","incorporationDate","jurisdiction","registrationNumber","address","alephUrl","amount","amountEur","amountUsd","bikCode","bvdId","coatoCode","caemCode","capital","classification","country","mainCountry","currency","dunsCode","description","dissolutionDate","email","fssCode","fnsCode","icijId","idNumber","innCode","ipoCode","irsCode","jibCode","kppCode","keywords","legalForm","mbsCode","modifiedAt","notes","ogrnCode","okopfCode","okpoCode","oksmCode","okvedCode","opencorporatesUrl","alias","pfrNumber","phone","previousName","program","publisher","publisherUrl","retrievedAt","cikCode","swiftBic","sector","sourceUrl","status","summary","taxNumber","taxStatus","topics","vatCode","voenCode","weakAlias","website","wikidataId","wikipediaUrl","ibcRuc"
"entity:000d5212acf2fd0ef1ccd3b1ba2534911a200886","Value;Organization;Company;Thing;LegalEntity;Asset","ACP Business Applications GmbH","ACP Business Applications GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=392186w","","",""
"entity:002bd2f412297c3c6571f4af4b94aee5560ab107","Value;Organization;Company;Thing;LegalEntity;Asset","PROFACTOR GmbH","PROFACTOR GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=129658z","","",""
"entity:004f175ff3cd1d91fdb684d0fc268dc64574f2fc","Value;Organization;Company;Thing;LegalEntity;Asset","Gemeinschaftspraxis für Allgemeinmedizin Dr. Rabady und Dr. Berger OG","Gemeinschaftspraxis für Allgemeinmedizin Dr. Rabady und Dr. Berger OG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:005a88541bda0d86a7f7d73d6d438fc6ad06df7b","Value;Organization;Company;Thing;LegalEntity;Asset","Central Danube Region Marketing & Development GmbH","Central Danube Region Marketing & Development GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=237674x","","",""
"entity:008262801718cbd7f812d4bb94e6a01e4e4fd502","Value;Organization;Company;Thing;LegalEntity;Asset","LINZ STROM GAS WÄRME GmbH für Energiedienstleistungen und Telekommunikation","LINZ STROM GAS WÄRME GmbH für Energiedienstleistungen und Telekommunikation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=199533g","","",""
"entity:0095631e9b0533bfda00f55ea0ca244da815264a","Value;Organization;Company;Thing;LegalEntity;Asset","Haslinger Stahlbau GmbH","Haslinger Stahlbau GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.haslinger.co.at/","","",""
"entity:00a2c0d93137ae5732e23ee2c3163f07487eefdb","Value;Organization;Company;Thing;LegalEntity;Asset","Aspanggründe BF zwölf-Beta GmbH","Aspanggründe BF zwölf-Beta GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=502305i","","",""
"entity:00a9b59dbf2964873f0f057ae5800e418cfa99db","Value;Organization;Company;Thing;LegalEntity;Asset","BeCCo-FUEL Biodieselproduktionsgesellschaft mbH","BeCCo-FUEL Biodieselproduktionsgesellschaft mbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:00c197817a1cb3aad550c87dff33705172ab77e2","Value;Organization;Company;Thing;LegalEntity;Asset","EVN Bulgaria Stromvertrieb Holding GmbH","EVN Bulgaria Stromvertrieb Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=389905s","","",""
"entity:00d36762835e4fbe4d9f944285954e60bc4fabf8","Value;Organization;Company;Thing;LegalEntity;Asset","Fürstauer Liegenschaftsverwaltungs GmbH","Fürstauer Liegenschaftsverwaltungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:00e5f6ec7b9a6ce168bc1a2eae54236307caa268","Value;Organization;Company;Thing;LegalEntity;Asset","Gesundheit Österreich Forschungs- und Planungs GmbH","Gesundheit Österreich Forschungs- und Planungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.goeg.at/","","",""
"entity:00ef29d20f283892e7368bd0212ae6cdf18f83e1","Value;Organization;Company;Thing;LegalEntity;Asset","Immobilien St. Pölten GesmbH","Immobilien St. Pölten GesmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:00f94f059fcc48c5808039553fd017ce75d57565","Value;Organization;Company;Thing;LegalEntity;Asset","SILTEC Dicht- und Klebesysteme GmbH","SILTEC Dicht- und Klebesysteme GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:014555f846c8e39642695580b5fa75d7733d8d90","Value;Organization;Company;Thing;LegalEntity;Asset","IEF-Service GmbH","IEF-Service GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0150a2a84c30fc596fb1fc2a079a7505702c6e63","Value;Organization;Company;Thing;LegalEntity;Asset","Aspern E16-Beta Projektentwicklungs GmbH","Aspern E16-Beta Projektentwicklungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=543175m","","",""
"entity:0151d1e71e011986c6a0d3e8cb02a18f11cebcf3","Value;Organization;Company;Thing;LegalEntity;Asset","Sporthotel Kühtai GmbH & Co KG","Sporthotel Kühtai GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=515780a; https://www.sporthotel-kuehtai.com/","","",""
"entity:016426c76f0d9a3263a8a8e99f42e27474c2b5ab","Value;Organization;Company;Thing;LegalEntity;Asset","ATB SEVER d.o.o.","ATB SEVER d.o.o.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:016922d3441f29ea9f0007f57d92aff519fa9890","Value;Organization;Company;Thing;LegalEntity;Asset","Wals-Siezenheim Immobilien GmbH","Wals-Siezenheim Immobilien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:016e1e77da129428a536d71591ecdedce92a465b","Value;Organization;Company;Thing;LegalEntity;Asset","HYPO NOE Landesbank AG","HYPO NOE Landesbank AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0194cf6d83616e0ffaf63d7e1fc2cb9b89f9bed1","Value;Organization;Company;Thing;LegalEntity;Asset","Johnson & Johnson Medical Products GmbH","Johnson & Johnson Medical Products GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=185815h","","",""
"entity:01a80596cb149a0759c8f01945ea89e08027de63","Value;Organization;Company;Thing;LegalEntity;Asset","Aspanggründe BF neun-Beta GmbH","Aspanggründe BF neun-Beta GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=502254i","","",""
"entity:01aca746ce9d5c9d32fa4aba691e29dd7670d33e","Value;Organization;Company;Thing;LegalEntity;Asset","World-Direct eBusiness solutions Gesellschaft m.b.H.","World-Direct eBusiness solutions Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=215974i","","",""
"entity:01b735927c1b891fa4177fd02cf676c9b2483733","Value;Organization;Company;Thing;LegalEntity;Asset","Aspanggründe Quartierentwicklung GmbH","Aspanggründe Quartierentwicklung GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=471222z","","",""
"entity:01c31898a4c690698e38911b7671ed8f86eb6bd5","Value;Organization;Company;Thing;LegalEntity;Asset","flabs - flamingo board systems GmbH","flabs - flamingo board systems GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:01cba3dd72553c9d5c3f5fa246ac38639a2ea3e1","Value;Organization;Company;Thing;LegalEntity;Asset","EMCOM Beteiligungs GmbH","EMCOM Beteiligungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=129357g","","",""
"entity:01cc069a3f200c9a62a9e85fdb9711177683c2fa","Value;Organization;Company;Thing;LegalEntity;Asset","Nationalpark Oberösterreichische Kalkalpen Gesellschaft m.b.H.","Nationalpark Oberösterreichische Kalkalpen Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=158230t","","",""
"entity:01e652f45bedc7638442b104f56f542292c75d9e","Value;Organization;Company;Thing;LegalEntity;Asset","Rail Cargo Carrier Kft.","Rail Cargo Carrier Kft.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:01f1a4a6963fc2923fc2a18fa18cb4a164cc330c","Value;Organization;Company;Thing;LegalEntity;Asset","Wirtschaftspark Ybbstal GmbH","Wirtschaftspark Ybbstal GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:020bc51425525d02eda9dbd2101472278b3ab9cc","Value;Organization;Company;Thing;LegalEntity;Asset","WAGENTRISTL OG","WAGENTRISTL OG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0213c5e3356d448cc3d6ee89cf92f93d0d20cb7b","Value;Organization;Company;Thing;LegalEntity;Asset","BAUSPARERHEIM gemeinnützige Siedlungsgemeinschaft reg.Gen.m.b.H.","BAUSPARERHEIM gemeinnützige Siedlungsgemeinschaft reg.Gen.m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0220d46a809a35bc08f5ff7577ce6ff98d4e37a7","Value;Organization;Company;Thing;LegalEntity;Asset","KIENING METACONSULTING GmbH in Liquidation","KIENING METACONSULTING GmbH in Liquidation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:02681f614567fec13e9870895cddd84fb61d0381","Value;Organization;Company;Thing;LegalEntity;Asset","Almwellness-Hotel Tuffbad GmbH & Co KG","Almwellness-Hotel Tuffbad GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.almwellness.com/; https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=012316m","","",""
"entity:026da05d1d8e70f99880236bec7aacd02c45453d","Value;Organization;Company;Thing;LegalEntity;Asset","WS-Projektentwicklungs GmbH","WS-Projektentwicklungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:027938eb592bf7d8d92ca63e536aa895d72906cf","Value;Organization;Company;Thing;LegalEntity;Asset","Vivea Holding GmbH","Vivea Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=207067k","","",""
"entity:02e46747200b140b20683fda541c2bc07e4a7d40","Value;Organization;Company;Thing;LegalEntity;Asset","Tav Immobilien GmbH","Tav Immobilien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=446463p","","",""
"entity:02f0c7932136416cce77be97da67904986ce6635","Value;Organization;Company;Thing;LegalEntity;Asset","KÄRNTEN PRIVATSTIFTUNG","KÄRNTEN PRIVATSTIFTUNG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.kaerntenprivatstiftung.at/","","",""
"entity:02f0eab80b1e1aeb9c2c479e0f8903ddcf3ef2ed","Value;Organization;Company;Thing;LegalEntity;Asset","Kraftwerk Nußdorf Errichtungs- und Betriebs GmbH & Co KG","Kraftwerk Nußdorf Errichtungs- und Betriebs GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=247428s","","",""
"entity:031681f0474d54af02a5fc6b2a42cccc13913cbd","Value;Organization;Company;Thing;LegalEntity;Asset","Andreas Minnich Ges.m.b.H.","Andreas Minnich Ges.m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=212776g","","",""
"entity:031d46cd987205d4527ed1d8b92fd61d080698d8","Value;Organization;Company;Thing;LegalEntity;Asset","Allgemeine Finanzierungs-, Geschäftsführungs-und Beteiligungsgesellschaft m.b.H.","Allgemeine Finanzierungs-, Geschäftsführungs-und Beteiligungsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:032c7582d66853fe88ba70f2f0270aa618d0c7c2","Value;Organization;Company;Thing;LegalEntity;Asset","EuroVienna EU-consulting & -management GmbH","EuroVienna EU-consulting & -management GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=295503p","","",""
"entity:037103b73c1207d29fc24d0f990946c70276f653","Value;Organization;Company;Thing;LegalEntity;Asset","Peter Schaffer GmbH","Peter Schaffer GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:03731ba0ff325fed1b24600ada2ed8c8c9185c3e","Value;Organization;Company;Thing;LegalEntity;Asset","visioworks GmbH","visioworks GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=382449a","","",""
"entity:039a2ea29ae8f6739710fb542687df284edd0ff1","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisen Digital GmbH","Raiffeisen Digital GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=516629z","","",""
"entity:039d0665b18dd7fdc9e1ef4da84e478504c0bf1e","Value;Organization;Company;Thing;LegalEntity;Asset","Archäologische Kulturpark Niederösterreich Betriebsgesellschaft m.b.H.","Archäologische Kulturpark Niederösterreich Betriebsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=133232f","","",""
"entity:03c61be795108ba3476d87891463c2c2d6493b19","Value;Organization;Company;Thing;LegalEntity;Asset","Aspanggründe BF neun-Alpha GmbH","Aspanggründe BF neun-Alpha GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=502308p","","",""
"entity:03fa0085537de2fece0d5c0e088734de11de9ee1","Value;Organization;Company;Thing;LegalEntity;Asset","ÖBV Selekt Versicherungsagentur GesmbH","ÖBV Selekt Versicherungsagentur GesmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=266278k","","",""
"entity:040e600b32c865830ba409f67f5e1b3e3cc5b9ee","Value;Organization;Company;Thing;LegalEntity;Asset","Haubner & Haubner KEG","Haubner & Haubner KEG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:042cbc45071b3a17464928dd024607688b3d4e30","Value;Organization;Company;Thing;LegalEntity;Asset","Operngasse 16 Projektentwicklung GmbH & Co KG","Operngasse 16 Projektentwicklung GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=303941y","","",""
"entity:043a34b41e5c0dc2392a891ca074710895541b4e","Value;Organization;Company;Thing;LegalEntity;Asset","WIEN ENERGIE Bundesforste Biomasse Kraftwerk GmbH & Co KG","WIEN ENERGIE Bundesforste Biomasse Kraftwerk GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=248418x","","",""
"entity:043d4aa67c94f6126acf1c510b09e23c3b641ca0","Value;Organization;Company;Thing;LegalEntity;Asset","Goldegger-Skilifte Gesellschaft m.b.H. & Co. KG","Goldegger-Skilifte Gesellschaft m.b.H. & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=027822s","","",""
"entity:0457f07e7ed109db5d8a6abf91c74605ddd6fccb","Value;Organization;Company;Thing;LegalEntity;Asset","Spar- und Vorschuß-Verein der Beamtenschaft der Oesterreichischen Nationalbank registrierte Genossenschaft mit beschränkter Haftung Haftung in Liqu.","Spar- und Vorschuß-Verein der Beamtenschaft der Oesterreichischen Nationalbank registrierte Genossenschaft mit beschränkter Haftung Haftung in Liqu.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:046593cb7994314098fc4d12870c6018a714d492","Value;Organization;Company;Thing;LegalEntity;Asset","Deutscher Ring Bausparkasse AG","Deutscher Ring Bausparkasse AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:046b57f9cfb9ec73018b0377320473ba1523b9a5","Value;Organization;Company;Thing;LegalEntity;Asset","FLEXOMAT Automaten GmbH","FLEXOMAT Automaten GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0495753a7da26bd6555edd10916daf8c89b28cd4","Value;Organization;Company;Thing;LegalEntity;Asset","EWU Wohnbau Unternehmensbeteiligungs-GmbH","EWU Wohnbau Unternehmensbeteiligungs-GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=065041z","","",""
"entity:04b86d09a81399da40cc82198c9923ac9b98a63a","Value;Organization;Company;Thing;LegalEntity;Asset","Oberlandhalle registrierte Genossenschaft mit beschränkter Haftung","Oberlandhalle registrierte Genossenschaft mit beschränkter Haftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0516ac6082bf996603621542c15faef626dc87df","Value;Organization;Company;Thing;LegalEntity;Asset","Fernwärme St. Pölten GmbH","Fernwärme St. Pölten GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=302796p","","",""
"entity:051a73256a8b85b81a9b818f84843ad52c59fa92","Value;Organization;Company;Thing;LegalEntity;Asset","RH Wildbret Südalpen OG","RH Wildbret Südalpen OG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:051e63f2bd43bba3492d353e255e39be079b9a72","Value;Organization;Company;Thing;LegalEntity;Asset","v-start Kompetenzzentrum für Unternehmensgründung GmbH","v-start Kompetenzzentrum für Unternehmensgründung GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=271958p","","",""
"entity:053617c26817dfa984fec82f77be32b423e83c04","Value;Organization;Company;Thing;LegalEntity;Asset","Aspanggründe BF drei GmbH","Aspanggründe BF drei GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=502312w","","",""
"entity:054e51d0a4f82644937c055ab4a3e1e67fa5b03b","Value;Organization;Company;Thing;LegalEntity;Asset","Merianstraße Liegenschaftsverwaltung GmbH","Merianstraße Liegenschaftsverwaltung GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0573dfaa1a49cd39ef71fe8dfb30ebcc2d0fad7d","Value;Organization;Company;Thing;LegalEntity;Asset","BAWAG P.S.K. Equity Finance Ltd.","BAWAG P.S.K. Equity Finance Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:05eb369ea6d6c9fb906a6e742e629c5d8bb91060","Value;Organization;Company;Thing;LegalEntity;Asset","Engerthstraße 187 Errichtungsges.m.b.H.","Engerthstraße 187 Errichtungsges.m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=443799x","","",""
"entity:05f6fc2143e30ced51356409580870b4feaef398","Value;Organization;Company;Thing;LegalEntity;Asset","BEGAS - Gemeindeanteilsverwaltung Aktiengesellschaft","BEGAS - Gemeindeanteilsverwaltung Aktiengesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0600eff1fd3087dd34e2534cbcc3cacc63b5f2f2","Value;Organization;Company;Thing;LegalEntity;Asset","AVISAFE Security & Service GmbH","AVISAFE Security & Service GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=199223a","","",""
"entity:06156c3dfce19c3e829d112f961fefc70a52a955","Value;Organization;Company;Thing;LegalEntity;Asset","Burgenländische Pflegeheim Betriebs-GmbH","Burgenländische Pflegeheim Betriebs-GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=319430a","","",""
"entity:065b0b63a33c1cd194d98e59cc7eec0994492aec","Value;Organization;Company;Thing;LegalEntity;Asset","Gemeinnützige Wohnungsaktiengesellschaft Wohnpark Alt-Erlaa","Gemeinnützige Wohnungsaktiengesellschaft Wohnpark Alt-Erlaa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.aeag.at/; https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=114673m","","",""
"entity:067ed822af9e5f57236280d6a48d86f23a65a9cb","Value;Organization;Company;Thing;LegalEntity;Asset","Aspanggründe BF fünf GmbH","Aspanggründe BF fünf GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=502309s","","",""
