"id:ID",":LABEL","caption","name","incorporationDate","jurisdiction","registrationNumber","address","alephUrl","amount","amountEur","amountUsd","bikCode","bvdId","coatoCode","caemCode","capital","classification","country","mainCountry","currency","dunsCode","description","dissolutionDate","email","fssCode","fnsCode","icijId","idNumber","innCode","ipoCode","irsCode","jibCode","kppCode","keywords","legalForm","mbsCode","modifiedAt","notes","ogrnCode","okopfCode","okpoCode","oksmCode","okvedCode","opencorporatesUrl","alias","pfrNumber","phone","previousName","program","publisher","publisherUrl","retrievedAt","cikCode","swiftBic","sector","sourceUrl","status","summary","taxNumber","taxStatus","topics","vatCode","voenCode","weakAlias","website","wikidataId","wikipediaUrl","ibcRuc"
"entity:4c50b59b392488d3ba2372dcbd58120917877943","Value;Organization;Company;Thing;LegalEntity;Asset","A.D. BioErde und Kompost GmbH","A.D. BioErde und Kompost GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=323302w","","",""
"entity:4c6658e8ee6752e6834007923f8251e99d73f143","Value;Organization;Company;Thing;LegalEntity;Asset","SPARKASSEN LEASING druzba za financiranje d.o.o.","SPARKASSEN LEASING druzba za financiranje d.o.o.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4c968fa4d5bfb189c0806d46212e2b3f31d437be","Value;Organization;Company;Thing;LegalEntity;Asset","MERKUR Entertainment AG","MERKUR Entertainment AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4ca6ca3d290e6022683ee6c610fac5e7840b4f70","Value;Organization;Company;Thing;LegalEntity;Asset","Stadt Hall in Tirol Beteiligungs-Aktiengesellschaft","Stadt Hall in Tirol Beteiligungs-Aktiengesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4cae1f20ed5b71fd269592a5b4bac75ed6888d95","Value;Organization;Company;Thing;LegalEntity;Asset","SÜDWIND Die Agentur für Süd-Nord Bildungs- und Öffentlichkeitsarbeit Gesellschaft m.b.H.","SÜDWIND Die Agentur für Süd-Nord Bildungs- und Öffentlichkeitsarbeit Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4cb396c484fb70c5f544dc47eb6a44971c060418","Value;Organization;Company;Thing;LegalEntity;Asset","EVN WEEV Beteiligungs GmbH in Liqu.","EVN WEEV Beteiligungs GmbH in Liqu.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=352370t","","",""
"entity:4cd8bc234bbcbf45a2213e7aa56079c90a9d7c25","Value;Organization;Company;Thing;LegalEntity;Asset","Fußballakademie Mattersburg Errichtungs-GmbH","Fußballakademie Mattersburg Errichtungs-GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=312383m","","",""
"entity:4d05707140e8e53319275fb140c2851678086233","Value;Organization;Company;Thing;LegalEntity;Asset","UNIQA Zivotno Osiguranje a.d.","UNIQA Zivotno Osiguranje a.d.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4d1247ecd56f77bcbda95834b5f1825767f75f5b","Value;Organization;Company;Thing;LegalEntity;Asset","Realist GmbH","Realist GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=368839k","","",""
"entity:4d18af47074aee4a39c5939cbb4a0fb6af2ff34c","Value;Organization;Company;Thing;LegalEntity;Asset","Fernwärme Bad Hofgastein GmbH","Fernwärme Bad Hofgastein GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=214759y","","",""
"entity:4d258c6e53a11ca395de2c6e3ce3a49411d98a60","Value;Organization;Company;Thing;LegalEntity;Asset","Rhomberg Rail UK Ltd.","Rhomberg Rail UK Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4d45c798426142629e942f8562d2b84765410294","Value;Organization;Company;Thing;LegalEntity;Asset","Graz 2003 - Kulturhauptstadt Europas Organisations GmbH","Graz 2003 - Kulturhauptstadt Europas Organisations GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.graz03.at/","","",""
"entity:4d5425c966448f3f141d8796e22ed727152b8f61","Value;Organization;Company;Thing;LegalEntity;Asset","Wiener Hafen, Lager- und Umschlagsbetriebe Gesellschaft m.b.H.","Wiener Hafen, Lager- und Umschlagsbetriebe Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4d88d38d2c6785bc5eca9419ef0194fac29fac92","Value;Organization;Company;Thing;LegalEntity;Asset","TOSCA Pharma Services GmbH","TOSCA Pharma Services GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=525481t","","",""
"entity:4dd002c0c01ec0c10d01eb87a8b78b5f456cda76","Value;Organization;Company;Thing;LegalEntity;Asset","Gemeinnützige Wohnungsgesellschaft ""Austria"" Aktiengesellschaft","Gemeinnützige Wohnungsgesellschaft ""Austria"" Aktiengesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.wet.at/; https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=090397m","","",""
"entity:4df9d6f938abab1bb9464a8fe2a0e8f7dcad63ee","Value;Organization;Company;Thing;LegalEntity;Asset","DEBA Bauträger Gesellschaft m.b.H.","DEBA Bauträger Gesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.deba.at/","","",""
"entity:4e2adbe2620d82977bfc796bd78b76362fe636c9","Value;Organization;Company;Thing;LegalEntity;Asset","NOVOMATIC TANZANIA Ltd.","NOVOMATIC TANZANIA Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4e7ece8760a160ce4aacf215e18c131a9e566d7b","Value;Organization;Company;Thing;LegalEntity;Asset","Weinakademie Österreich GmbH","Weinakademie Österreich GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=244274b","","",""
"entity:4e85d6b7a81f7aa786b8f1900d6d7b60da8f4144","Value;Organization;Company;Thing;LegalEntity;Asset","Gründungszentrum Start Up Tirol GmbH","Gründungszentrum Start Up Tirol GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=224368d","","",""
"entity:4e9ab7e2b8311d80712c0186ba0276c90c386458","Value;Organization;Company;Thing;LegalEntity;Asset","Dimension Data Austria GmbH","Dimension Data Austria GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.dimensiondata.com/","","",""
"entity:4eaf53b218d050ca4684f21b5f63d7881df3262f","Value;Organization;Company;Thing;LegalEntity;Asset","SIM Spielbanken, Investitions-, Beteiligungs- und Management GmbH & Co KG i.L.","SIM Spielbanken, Investitions-, Beteiligungs- und Management GmbH & Co KG i.L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4ec4af9dbeebee55536d445791c2a962f4e11f86","Value;Organization;Company;Thing;LegalEntity;Asset","Miba Energy Holding GmbH","Miba Energy Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=349122s","","",""
"entity:4edcb8f1a4f9bf1ad56e532bebedecfdd3941cf2","Value;Organization;Company;Thing;LegalEntity;Asset","Glösl KG","Glösl KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4ee8a88927f731455eea5c16ead4ad1ff763579c","Value;Organization;Company;Thing;LegalEntity;Asset","Thermalquelle Loipersdorf Finanzierungs- und Beteiligungs GmbH","Thermalquelle Loipersdorf Finanzierungs- und Beteiligungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=224174v","","",""
"entity:4f08ce4bed7002fc634a130643a052c5e0ea91ed","Value;Organization;Company;Thing;LegalEntity;Asset","ALBUS Salzburg Verkehrsbetrieb GmbH.","ALBUS Salzburg Verkehrsbetrieb GmbH.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=039883b","","",""
"entity:4f215b323abc40bfeb106e934d511a2b3dad0e3c","Value;Organization;Company;Thing;LegalEntity;Asset","Merkur Wechselseitige Versicherungsanstalt Vermögensverwaltung","Merkur Wechselseitige Versicherungsanstalt Vermögensverwaltung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4f40f8b24d410bcc4e78705af2eff8b8a67b8c5f","Value;Organization;Company;Thing;LegalEntity;Asset","BIK Breitbandinitiative Kärnten GmbH","BIK Breitbandinitiative Kärnten GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.breitbandinitiative.at/","","",""
"entity:4f4ed45f78c4fcc8288b7f1f4ed28a9552d428bf","Value;Organization;Company;Thing;LegalEntity;Asset","Elisabethstraße 7 Projektentwicklung GmbH & CO KG","Elisabethstraße 7 Projektentwicklung GmbH & CO KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=303942z","","",""
"entity:4f525d7b5bb9edb9f074f45ff4c366d31d51343e","Value;Organization;Company;Thing;LegalEntity;Asset","VSW Vital-Hotel-Styria GmbH","VSW Vital-Hotel-Styria GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=366408k","","",""
"entity:4f5de7deb0c11d6815db9dcd16d2b791e0013b25","Value;Organization;Company;Thing;LegalEntity;Asset","ALDI IMH Services GmbH","ALDI IMH Services GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=522759p","","",""
"entity:4fcacf2466c801b23d5c227008adff70cf36e179","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisenbank Oberes Triestingtal eGen","Raiffeisenbank Oberes Triestingtal eGen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4fd2472f0e6458bcc4caea9ad5e98c5f4a0ae56d","Value;Organization;Company;Thing;LegalEntity;Asset","Königsleiten Beteiligungs GmbH","Königsleiten Beteiligungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=066667s","","",""
"entity:50549c485af142f87079e596df3671680ee6b49f","Value;Organization;Company;Thing;LegalEntity;Asset","Netz Oberösterreich GmbH","Netz Oberösterreich GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=266534m","","",""
"entity:5073040600c0be10fa2217d5835bf255bf1235fa","Value;Organization;Company;Thing;LegalEntity;Asset","HYPO Omega Holding GmbH","HYPO Omega Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=370303p","","",""
"entity:50ccfdef2ca2d8ffdd2304d8d326ec4f42f3fc0d","Value;Organization;Company;Thing;LegalEntity;Asset","TIMMO Liegenschaftsentwicklungs und -verwaltungs GmbH","TIMMO Liegenschaftsentwicklungs und -verwaltungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=291550a","","",""
"entity:5102617ec0f335e74340a34081afbf73d5c9c89d","Value;Organization;Company;Thing;LegalEntity;Asset","RAIFFEISEN-REVISIONSVERBAND NIEDERÖSTERREICH-WIEN eGen","RAIFFEISEN-REVISIONSVERBAND NIEDERÖSTERREICH-WIEN eGen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:510a47e24ad6ce2267d57c74268bd40823e3cb9a","Value;Organization;Company;Thing;LegalEntity;Asset","Lead Equities II. Private Equity Mittelstandsfinanzierungs AG","Lead Equities II. Private Equity Mittelstandsfinanzierungs AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=300779y","","",""
"entity:5111a2924f1aa17998472d58fe1375eb10261035","Value;Organization;Company;Thing;LegalEntity;Asset","LIB-Landesimmobilien Burgenland GmbH","LIB-Landesimmobilien Burgenland GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=134197z","","",""
"entity:511471878a14b40c9be51c832cba29999366a25c","Value;Organization;Company;Thing;LegalEntity;Asset","Güterterminal Werndorf Projekt GmbH","Güterterminal Werndorf Projekt GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=185397v","","",""
"entity:51221707c632a4b555ca429da0bcad37aaa42ef1","Value;Organization;Company;Thing;LegalEntity;Asset","DHNS","DHNS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5129ffd6fb2c691bb0e6587bb746a178bad8eb4b","Value;Organization;Company;Thing;LegalEntity;Asset","Hauptbahnhof Zwei Holding GmbH","Hauptbahnhof Zwei Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5137c25684189300029cd5feb98dd4bb47ddc8a7","Value;Organization;Company;Thing;LegalEntity;Asset","Österreichische Beamtenversicherung, Versicherungsverein auf Gegenseitigkeit","Österreichische Beamtenversicherung, Versicherungsverein auf Gegenseitigkeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:515e2a437e2b877f8e186884d4e5a5c223338746","Value;Organization;Company;Thing;LegalEntity;Asset","Hilfswerk Burgenland Betriebs GmbH","Hilfswerk Burgenland Betriebs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5169812fe609214cefed9266e683ef6ed95a90d2","Value;Organization;Company;Thing;LegalEntity;Asset","""TopReport"" Schadenbesichtigungs GmbH","""TopReport"" Schadenbesichtigungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=237565k","","",""
"entity:5181bcf173a66c14a532ff35b1f55738aed417cf","Value;Organization;Company;Thing;LegalEntity;Asset","Österreichische Rinderbörse GmbH","Österreichische Rinderbörse GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=154584f","","",""
"entity:51a3164d4dea8b1632d834f00b2ab2eb48706407","Value;Organization;Company;Thing;LegalEntity;Asset","Bankhaus Schelhammer & Schattera Aktiengesellschaft","Bankhaus Schelhammer & Schattera Aktiengesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=058248i","","",""
"entity:51c1a1bb04aab3bec976e1fb59be7198a47f70e5","Value;Organization;Company;Thing;LegalEntity;Asset","SYMBIOCITY GmbH","SYMBIOCITY GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=475417v","","",""
"entity:51ccf9624d342f97e07c2e41f76c837b2a2c0e8c","Value;Organization;Company;Thing;LegalEntity;Asset","TV FOR YOU Fernseh GmbH","TV FOR YOU Fernseh GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:51ef285b320b0b3f976bd8d32b8218f50466c7cb","Value;Organization;Company;Thing;LegalEntity;Asset","UrlaubUrlaub.at Vermarktungsgesellschaft m.b.H.","UrlaubUrlaub.at Vermarktungsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.urlauburlaub.at/","","",""
"entity:52002918e0e0a4ea83c0de02538856cae83ef68a","Value;Organization;Company;Thing;LegalEntity;Asset","SK Sturm Sportbetriebe GmbH","SK Sturm Sportbetriebe GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:529f74153e36c80e7480af7546bde9f50cd48466","Value;Organization;Company;Thing;LegalEntity;Asset","Immobilienmanagementgesellschaft des Bundes mbH","Immobilienmanagementgesellschaft des Bundes mbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:52aa49c65d06c0d29db7cadafc53f56a8703fcd3","Value;Organization;Company;Thing;LegalEntity;Asset","map jet AG","map jet AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:52afeaf571f20ce6881106af327b8c73a76cbc3d","Value;Organization;Company;Thing;LegalEntity;Asset","Wirtschaftspark Kleinregion Fehring Errichtungs- und Betriebsgesellschaft m.b.H.","Wirtschaftspark Kleinregion Fehring Errichtungs- und Betriebsgesellschaft m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=165969y","","",""
"entity:52b695a1f308c40a0d57439ec9f7cb9efc769abd","Value;Organization;Company;Thing;LegalEntity;Asset","Postalmstraße Errichtungsgesellschaft m.b.H. & Co. KG Abtenau","Postalmstraße Errichtungsgesellschaft m.b.H. & Co. KG Abtenau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:52d9bd10e91a603917e669c58dbdd7c147045f43","Value;Organization;Company;Thing;LegalEntity;Asset","Rail Cargo Logistics GmbH","Rail Cargo Logistics GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=191076w","","",""
"entity:52df103971e47b36550707db4c4a0c727e672785","Value;Organization;Company;Thing;LegalEntity;Asset","Gemeinde Großradl - Infrastruktur-Entwicklungs-KG","Gemeinde Großradl - Infrastruktur-Entwicklungs-KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:52f07a677e3ca447eff95d96c5fa97df60a9726e","Value;Organization;Company;Thing;LegalEntity;Asset","Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.hauser-kaibling.at/; https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=016937h","","",""
"entity:532acc685ebd4f219c3ce888daf882a32286d9ff","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisen evolution project development GmbH","Raiffeisen evolution project development GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5333e47d9b879d3c13e6cbb3c5b5bdcfba3a75c6","Value;Organization;Company;Thing;LegalEntity;Asset","SPAK Handels GmbH","SPAK Handels GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:53546fcc715928f31eb2f16e369c875c0474a4c0","Value;Organization;Company;Thing;LegalEntity;Asset","Marktgemeinde Telfs Immobilien GmbH & Co KG","Marktgemeinde Telfs Immobilien GmbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=371859b","","",""
"entity:537084081413b72683e2bf24003eda99c1d98db5","Value;Organization;Company;Thing;LegalEntity;Asset","Alcatel Austria Vertriebs Ges.m.b.H.","Alcatel Austria Vertriebs Ges.m.b.H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5381bac28c28fd9d452f94f2a98fbfe15623bc7e","Value;Organization;Company;Thing;LegalEntity;Asset","UNIQA Immobilien-Projekterrichtungs GmbH","UNIQA Immobilien-Projekterrichtungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=214050f","","",""
"entity:538d3cfdee009df29c53f520e829a23d36a2bf86","Value;Organization;Company;Thing;LegalEntity;Asset","RoLa Regensburg ProjektgmbH","RoLa Regensburg ProjektgmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:53c0b7c848c098b1de43b9eb80fa59809af7d385","Value;Organization;Company;Thing;LegalEntity;Asset","Novomatic Technologies Poland S.A.","Novomatic Technologies Poland S.A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:53dee9551d4605d3c26f4af9edcae2e9aa2269c7","Value;Organization;Company;Thing;LegalEntity;Asset","LAJA Beteiligungs GmbH","LAJA Beteiligungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:53edf5f0336656663a9af8365b3cc43397cbbd07","Value;Organization;Company;Thing;LegalEntity;Asset","Straubingerplatz Immobilien GmbH","Straubingerplatz Immobilien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:53f1a183f0a1ab2d37384ece972bb8edbe33f826","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisen-Lagerhaus Horitschon eGen","Raiffeisen-Lagerhaus Horitschon eGen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.lagerhaus.at/","","",""
"entity:53fe77e7188c57a16b27546c8484b26ee103462d","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisengenossenschaft Osttirol, registrierte Genossenschaft mit beschränkter Haftung","Raiffeisengenossenschaft Osttirol, registrierte Genossenschaft mit beschränkter Haftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.rgo.at/","","",""
"entity:54302392f5551f56f9259e0981c06dc3ddd17749","Value;Organization;Company;Thing;LegalEntity;Asset","Oberösterreichische Gesundheitsholding GmbH","Oberösterreichische Gesundheitsholding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=210146p","","",""
