"id",":TYPE",":START_ID",":END_ID","endDate","percentage","startDate","alephUrl","sharesCurrency","date","description","legalBasis","modifiedAt","sharesCount","publisher","publisherUrl","recordId","retrievedAt","role","sourceUrl","status","summary","ownershipType","sharesType","sharesValue"
"2b8f4ede6e4b3d43a8935cd761e35bda6f1a5b09","OWNERSHIP","entity:258a04581543610854779451f9c38f1b8f147ba3","entity:fe817d9c5049cccbec5845012275a9020529072e","","10.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c35d4c885ad1d0905b877502f119036ec7968e3","OWNERSHIP","entity:31fb02ea15b642a169ee418a03909b676aa2d1f8","entity:3f5db8d0d2e114208c65b2254c40c3743f17a68b","","20.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c42ec91e6a885e14c8745a0b26c03d7e0e6c6a7","OWNERSHIP","entity:c4a45f2fee2e1941c4b2fddd8770a63047361170","entity:c6ea10db7885e1eac0466954514ca3768f491d4d","","26.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c4d277a075df9ad724bf4425e1fb5d24fae276d","OWNERSHIP","entity:6e4f9128ad7d221085dcc53af2fe50ae718e0d27","entity:91b8192eae51150e2b1a641914413a688ab88845","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c709b2d75ab22549079e2b0c8799513e2db6486","OWNERSHIP","entity:6822363a2e8c04ca761b2b33c3a13a396c6e3fc9","entity:88f6abc8bf287ab79de3290c4b93d9dc88c051bb","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c81d8db8928c0c5ab437810e0c29e41c806601d","OWNERSHIP","entity:8524f5a8484f8b193cae23c60e948f40d40d9ab3","entity:71237a4c11e8f4b77ab4bc4306fc770c1e1aa858","","66.70","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c83e0cd5c5b95b55b76df7dd17266a9fb789311","OWNERSHIP","entity:62d8dca2df6e0b3768366096789ed92481d0ea46","entity:678f71aefdbb207e791ab6dbd8a4656f632f2c06","","4.26","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c85a848cbdb64939c05e6d8f6d259f7cb64cb8d","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:6583f324dffe1caaa8a70a02d396912057c66123","","25.01","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2c9b0d1bd45c3d29edceb801a9b769c71358d19d","OWNERSHIP","entity:71b6d87ca299fb7b6216e870f257cc5519877dcb","entity:a9baa20bbe30ad5f32d18dc23568caae70579145","","0.57","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2cb5a1ed26ebba17c2c0b43d94ca27cd137d2686","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:b991b42d0e6be8643fb65f6aab59843b1faed286","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2ce006d4d86a49958ef2d13d2e860f12af7c257a","OWNERSHIP","entity:408a217a972f1e125f931b5680b2181252962883","entity:22c7241dd0bc11c9c6c05c7e5a3aec4b5e0f85de","","","","","","","","","","","","","","","","","","","UNBESCHRÄNKT HAFTENDER GESELLSCHAFTER","",""
"2ce3128805b1b6f67eaa81718d3017987857e974","OWNERSHIP","entity:a4271ab7fa3c3c25ac5c7cf77500341e63e5dda5","entity:deafddd7e3701f28b2aa6a42842e224b5f08eb90","","50.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2d0287378f89393d1b07617d1f9f017a18ce7185","OWNERSHIP","entity:649c8e63857b7eb57c336350e4201c6497342c6e","entity:7252d124eb0d4008aa3f09bae8f9d32fde554e33","","96.54","","","","","","","","","","","","","","","","","SHAREHOLDER","",""
"2d0ae1ee661abf8b97054c4ecf855faf346fd4a8","OWNERSHIP","entity:83aa9f215e3f997b1a067641cbb935d928183781","entity:5e3fcc3d308f232da37ab31f5380d01badea9326","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"2d3467e1626ec58e3ce4bef47a6431e5ad382042","OWNERSHIP","entity:959ff98982dbd2f0df4f024bdc372013eec9a020","entity:fa5b60ecf75df3254a51b717d4deb92c755fdf9c","","99.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2d5acd7d3bcfe572e8a2f983620e807731c2c60d","OWNERSHIP","entity:9f14dcf6d6dc04a4aa19d81cfa2ab33524177ad5","entity:47d054383131e5566b280053b3994fc579345a9d","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2d910eb39d881863e3f7316f3fdb6a636b90b960","OWNERSHIP","entity:63814aa19c46713a4aa8792382c86f7700d0f962","entity:5fd548f9cae0d9aafb9d448cc8673c4f7a6f9b71","","100.00","","","","","","","","","","","","","","","","","SHAREHOLDER","",""
"2dd59db0a9d7c79f648ce47718750ecaa3072aa5","OWNERSHIP","entity:d80a9d65715fafb9e31a20cebdc240164e4628ba","entity:9bc21a36ea6dbbec02bd98f9b04577b57efdcf94","","78.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2dddda9872eb7d7ecdd871daae4eab902ebdcf57","OWNERSHIP","entity:31fb02ea15b642a169ee418a03909b676aa2d1f8","entity:7621dbece9cb027006ab7a04787eaec51426ab51","","33.33","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2df5aabbfa24c088cdbf3b12ae12c79edd88ab12","OWNERSHIP","entity:bf6ecf354d4a52c75b596094051802813718976e","entity:c2950530592db152ca34b693654efef6b4701212","","10.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2e317c9a705752c9d8e09c072d67d3739e01ab74","OWNERSHIP","entity:e7f5e2bcfbd42e366370e3d1621490227fb31ff7","entity:8a4afca3a8b7a3dd7ea553f87e7b0d0506850416","","0.32","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2e3329876f4d1ff365cce4eb763dc92c2d959ea6","OWNERSHIP","entity:f1d219bac51d87be2d67850b2e9586c4a7173663","entity:0e200d0c6562c2fdbad6c2ad752ea0a4ca4c763a","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2e60050860abdc12c921058a0cc5e2e72947e383","OWNERSHIP","entity:daca426fbb1686139dd54733fbd2d37c3993c0dc","entity:7325fb0d2bf5541a2dcedd3c7d27a6b7985b7508","","25.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2e89a7b07303ba65d36c4e0593ae570f14a87a8c","OWNERSHIP","entity:3ab582b31e7ee4f2c91ee22e6de699c16fca742f","entity:c3e472b61fed65840e692fcc2b42aced487ce22c","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2ebbd06e77c8e2eec42026c8ba5be790dac5c277","OWNERSHIP","entity:4613cfd8b08cd01bce2108fd03ed49421e96ed05","entity:92d88c47c16a612c910198a22ca092b31ad95173","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"2ec5cf31383b5877f88d1d7ed9bcfc95428a3573","OWNERSHIP","entity:9dca46bf8c0b4a08b4b595cfaa1f46e971146fb4","entity:948331b4a128b31feacca5edee142cfb70254861","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"2ed8d3d86a796d9639d9145a30128234bb2d5cef","OWNERSHIP","entity:e6e9ecd675dbf4f4c3e6650007392caf9e489f66","entity:baa4633b2b7bd3d164484602d0997cc1efa91ef2","","0.13","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2ee24758ce02cd62a487b2bb109877483b117f1a","OWNERSHIP","entity:3103886279fea57b176a517db45da1b9400aab5e","entity:b0d26b2a6d114e75d818638ca9737def4add3114","","0.70","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2ee65b45faa9d6efea0571ac781fe8b7a6a69e01","OWNERSHIP","entity:843bd8be249e983246d0e85aa2e27aaa620be68a","entity:daa85e49aea0ebe4407eafe01a53a97a00fe3e32","","66.67","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2f2afa1cdedc270e9c914afd440212c3ab11ed38","OWNERSHIP","entity:83aa9f215e3f997b1a067641cbb935d928183781","entity:0d334febfbba3818e604e948831d924ee5c5617a","","8.00","","","","","","","","","","","","","","","","","SHAREHOLDER","",""
"2f3027f4db1447e1b6e950e493a1db18af9e2112","OWNERSHIP","entity:8524f5a8484f8b193cae23c60e948f40d40d9ab3","entity:8de9341dba1c275312c27edc7734568946842284","","9.52","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2f4752ee47fd62e4581e2e6708f53ba1be0d8312","OWNERSHIP","entity:959ff98982dbd2f0df4f024bdc372013eec9a020","entity:24fbbb85ca17ef568396c103947c2e81da28a7df","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2f52704edd80c4a5f2bd1b2bc6051bd77a62bc2c","OWNERSHIP","entity:959ff98982dbd2f0df4f024bdc372013eec9a020","entity:dc61b28dbae595a71fc79e57143b3b839334b79a","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"2f52c2edb112e6a8ed9f5bf7304e966daf9657f9","OWNERSHIP","entity:d80a9d65715fafb9e31a20cebdc240164e4628ba","entity:6f8736b01be040cea8a12593782d3a0f338dca48","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2fb2ee63b949b12be8e9149da36c46e9e9339271","OWNERSHIP","entity:94b992d79f8647b7dceb5a17c401be232274614b","entity:4fd2352e01c7fbdf48544b13336c48b7dec275af","","","","","","","","","","","","","","","","","","","UNBESCHRÄNKT HAFTENDER GESELLSCHAFTER","",""
"2fe22b7d317f833ecfa055c975999334bea29e9c","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:ed3356dea97045ca49adc90303b3bee8165aa044","","0.79","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"2ff670d134fead72a512077a450b8e6cfd9bfba1","OWNERSHIP","entity:f837df26052ea540209856c69dac5929d62b1f2b","entity:b6f7a9397d0b0b398cfe14bdad80d5fae374a8a5","","99.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"304dcdf9bbdcca798fa159594e040d5d2968bd22","OWNERSHIP","entity:d80a9d65715fafb9e31a20cebdc240164e4628ba","entity:ea1265794d2386c5173465dd0b1467d4d8244db5","","6.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"307843204fe9b1f394fcc850896188f5ed34e4a1","OWNERSHIP","entity:a75e177d46531d8f830c33203fdae2c681122bfc","entity:d7a6808078fe4d82a9f15915b5000cb24debf5ca","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"30982580256b3bb623adbf6dfb6acf42d77b09b2","OWNERSHIP","entity:83aa9f215e3f997b1a067641cbb935d928183781","entity:61218baeb8fb32545b74dc0a3f24d856095ef3df","","50.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"309fa98810e0618f99364b3c68b8c2583d85328e","OWNERSHIP","entity:e903d79fcf3fc738c149683173d88125508cbc3b","entity:8899d0953afa2b87272ccef34464d4dec81a221a","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"30d9d7e1aeafa8d9f9e20ea3159c3abd8b3e5265","OWNERSHIP","entity:bf6ecf354d4a52c75b596094051802813718976e","entity:3c8fcd1df1c4672a5093b88ebc469fd6929c0920","","100.00","","","","","","","","","","","","","","","","","SHAREHOLDER","",""
"3105666f46e5d585dde446fafd1f95a5159135f7","OWNERSHIP","entity:8524f5a8484f8b193cae23c60e948f40d40d9ab3","entity:f6a6e822a39121dfe702d9e10848c472bef6a67c","","49.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"310ca059de4c30980d526089e5cb9baf78aaa9a8","OWNERSHIP","entity:3eff54a492893d16d5c0527aedfcc414fb5529da","entity:95b373829a2986c04c9f826a1951ab3d27aa4a04","","6.32","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3112b911f5a4211e116c8880c86e4b4beadc273a","OWNERSHIP","entity:3fd627fb4b0ec8f0c5155c1ba2e0bfbcbd34c629","entity:775fb486cb3007c15a30f8c909eeb514b02141dd","","","","","","","","","","","","","","","","","","","","",""
"3146698f510775529f65a1b6e3c6c0c809f49124","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:1e0c7b7d04003eef497630b14dca597a7a82087d","","20.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"316a1b2c38743628a275ce66a9c335a867708c73","OWNERSHIP","entity:4df9d6f938abab1bb9464a8fe2a0e8f7dcad63ee","entity:68b7bce019163174c8308f8cd8c0db1c0bddaa74","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"317a29741fa47539de911f076c91255a2f1325f0","OWNERSHIP","entity:31fb02ea15b642a169ee418a03909b676aa2d1f8","entity:c6d9c8cac2fdea41b98dc7276762e7c80d300757","","40.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"31bad10f2d91ff13fa8578e16184760ef7e09e29","OWNERSHIP","entity:3fd627fb4b0ec8f0c5155c1ba2e0bfbcbd34c629","entity:d935d0a24938b6bf426641fcf57f4401acc6f225","","","","","","","","","","","","","","","","","","","","",""
"320abd80c3f232cbb97e63ef3efa93897878fb95","OWNERSHIP","entity:bd90329a76e7d290adeb07557cc6737e10625189","entity:21e5a32f8db323ce210f5da842cfb18abc494687","","30.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3252221979fceffc2c72ac7dba4ece8aa67cf7ae","OWNERSHIP","entity:dbc658d27163e0f373449a9bd342f36f2c23c0b5","entity:c3d425092ee2e3c6c7278c8c59ab628bc6540fba","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"326d5ba600bd275004ac07bc351aad517cd2bce7","OWNERSHIP","entity:8524f5a8484f8b193cae23c60e948f40d40d9ab3","entity:257b3c10156faa851fcd586d1eb3019546c4fd42","","15.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"32a9a257d3797acf58e96288b2e265fd82845928","OWNERSHIP","entity:118c5bf14b18c11f8ef3cd81895c84110a740be4","entity:414c9ecb0d321ee19b27eff956fcdee145ce7b60","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"32e4d3d5c1ac001d3b26838c9c52ec62dc2fef41","OWNERSHIP","entity:959ff98982dbd2f0df4f024bdc372013eec9a020","entity:783c6f66f0f1209729d3f024c281a10aa284c849","","49.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3303187cc6935215dd1dce7f9d5c2e6142516163","OWNERSHIP","entity:091e2af981b8101288f427f37e8e28d3386f4a22","entity:48e69c50b5e7dea7666d317e1b4d802399d6b3f8","","3.50","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"330520d22ceceba9da26873495f2b3b6e06b9be8","OWNERSHIP","entity:2ad2003a1268291bd32b62631689aaa26fe58a6c","entity:394ca94417c331917dea6e717a7c644621059d44","","100.00","","","","","","","","","","","","","","","","","SHAREHOLDER","",""
"3308ed9aee0ad67e4cddc4df6d7df09980e95abe","OWNERSHIP","entity:c83e38663ee9a48846cb8f13ad400d790057be29","entity:774d221d17ac4ce2da310929835dd007e8fa718d","","100.00","","","","","","","","","","","","","","","","","ALLEINAKTIONÄR","",""
"331c86cd8aef8492b9a159d845590d8a3ebc536a","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:3a0f260d486024873c36b3c789d845bb0a0a316d","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"331e040ea7f2937038522b0910c60ff30530b364","OWNERSHIP","entity:e8fefd76c336b6db799466dc87c640bab9ee29e0","entity:6320a2db08c7e6e74e511567dc345045af7ba298","","10.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"337afd724549c493cfa6003b4ce472ae9f8c75ea","OWNERSHIP","entity:208d618a2d6187b5e16972cd623819e64eecb3b2","entity:ea1515613eaf801e559a123c6241a99cd35980e3","","98.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"33a8fcdf2966b79e26094290d03b9fdf3b587934","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:e0ed8053cc1a5c8f6b0a6392cd9be06743d465ff","","20.00","","","","","","","","","","","","","","","","","AKTIONÄR","",""
"33c79e227ca9b4e363696163f3d8d988b068478d","OWNERSHIP","entity:e8fefd76c336b6db799466dc87c640bab9ee29e0","entity:d55eeca95e40fb4dfe3694a2d6084231c6564ab8","","0.52","","","","","","","","","","","","","","","","","AKTIONÄR","",""
"33d8ff1660d3393dcea53a36ef428c04e3ec2697","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:208d618a2d6187b5e16972cd623819e64eecb3b2","","15.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"342cce9bc0152bf1e4c22984288e8b765089f912","OWNERSHIP","entity:676ff5516d8ca00454934b18aae5f7ca0d0e1fe4","entity:97833b5bc4f200b9c40aa9efe22611d7ca286984","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"34809d280a16304458688892819360e79ec0b04d","OWNERSHIP","entity:959ff98982dbd2f0df4f024bdc372013eec9a020","entity:01a80596cb149a0759c8f01945ea89e08027de63","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"34962d12a5c64fe60efbac21dd59c28376af823a","OWNERSHIP","entity:e7ac35be4789acb96f64af03d045bfce480826a0","entity:838844594e18c0c5b738208cb3cacb4c8a491176","","98.90","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"34a3f5a834dec7d7b943f0661419c7f3ed7ba788","OWNERSHIP","entity:d22ada85a5760e862b38a88b5aa6044ae6c280d2","entity:97e8916295f589fd6aa06b2abca961e90937f49e","","1.90","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"34fdc749734a4421155feb556e7915ee84ab249f","OWNERSHIP","entity:72d4b74877f998858267e27717bfa0fb24687f14","entity:e39015f0c4cbd01f74c5d6881252393f8ab1782c","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"352e6e4d0d607657b82568ed2f2af2052a29548a","OWNERSHIP","entity:3323644a53eac81784a278a663065da9d42bc5a4","entity:ec9ac15a9b9f83922ced7ffcdbf861342db0235f","","93.91","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3535aff76adb38dec2e2763bdce389bff6eb5788","OWNERSHIP","entity:45dc378cc0687c4b90c2aa8e7ee50da7b9241e31","entity:66b5bf13bd2da7afb765885e76e4cad8f32583bf","","12.60","","","","","","","","","","","","","","","","","AKTIONÄR","",""
"355be4a4f5ed24ff286ac623144eda03ec5b1d5c","OWNERSHIP","entity:c8882820029defc8565709a0e350133cc3498a27","entity:dc4055af3baf6fc9a7ca7662dcb1a68384902b2f","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"35729d40ec8ab3a217a92978a2cba5012c831af6","OWNERSHIP","entity:76eb2b2d163533beb120a05f6edde5e7909f2109","entity:257b3c10156faa851fcd586d1eb3019546c4fd42","","19.99","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"358e0ff54e06092ef7870de613e6668786c2a1bc","OWNERSHIP","entity:b0d6b4df37040bec6f772d348028d2553662c8a4","entity:6fec9eeea2bdc5bb6b0555b20c48d7ad62a31d3a","","89.96","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"359cc0ce4b5529680d6e6d72c8cc189bd8601bf9","OWNERSHIP","entity:87b33c4d6208ba56f5e4e1f36665dd94c5b72b18","entity:099e17e3e71e8a20335339f7d9ba4dbbef1015a9","","6.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"35a78220a97d481aa115304cfaf1d9fc00e2c8cc","OWNERSHIP","entity:b705317bed42cdb8f263cf0b3f31e552c244ceac","entity:2a1bfc9941bacc33507f740f5f0592a8e4e20c3c","","2.76","","","","","","","","","","","","","","","","","AKTIONÄR","",""
"35dd583a1f3845445204617982c362b65a176da7","OWNERSHIP","entity:843bd8be249e983246d0e85aa2e27aaa620be68a","entity:bfa9a5ff1e50b47e3ab6c53b6a58ce3ce1f4b7e1","","100.00","","","","","","","","","","","","","","","","","SHAREHOLDER","",""
"35f0970db54d514df308e39145c80808a4c7af78","OWNERSHIP","entity:b3292c4ea1ed9c3641366108b3fef8a8c2e53522","entity:4377a3a62b6b4ccbd0d21bd59069f402fc927f26","","35.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3610e2ce2284ef0c438ea61f5c5a9ee112e6d785","OWNERSHIP","entity:680191a18c62002e31f48344eb9eeeb900b2cbb8","entity:c0b8888d1ef9858645587c8ab30ce6ca1233a797","","25.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3620ca7aeb66575da751f3326066bd590d4ac3f0","OWNERSHIP","entity:e51ec26d7c3e86ea3d6a02607765113d36ecbc4a","entity:043d4aa67c94f6126acf1c510b09e23c3b641ca0","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"362b10dbaf44d88f6374d11021ad89cea14e40c9","OWNERSHIP","entity:3323644a53eac81784a278a663065da9d42bc5a4","entity:ec634b443f50a4a9eed202fe15133592a62c5810","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"36314bc7fb119c3a281b5cd1116750da9caf9e18","OWNERSHIP","entity:3ab582b31e7ee4f2c91ee22e6de699c16fca742f","entity:2acc9059055b6ce61d5bb44fc3dbe9fe8e5c8fe2","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"367e8fa445e71a8898d54a3c64509785dda44b63","OWNERSHIP","entity:959ff98982dbd2f0df4f024bdc372013eec9a020","entity:2d7f39992c080e87f9ddf8e317232f284bd6a74c","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"36e689dd6801b70b867cc48cd4b7ae982fe2ce5f","OWNERSHIP","entity:4bacc354e648e8aa2ccdcf3ec6ed2fa6081d1240","entity:c2f70ae2334698d9595f25e9202c00b5c2d5fd1f","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"370443e1669d12406726d09aa41103a3bbe1fb89","OWNERSHIP","entity:83aa9f215e3f997b1a067641cbb935d928183781","entity:9ff0237516d8441b2415e2d05cbac2c0e51287be","","","","","","","","","","","","","","","","","","","KOMMANDITIST","",""
"371188811ed52bf7724d51ad3516fe0aa1bb2b24","OWNERSHIP","entity:c2d64c9e7b0f887c013df20618fcdb3668ceac97","entity:b0d26b2a6d114e75d818638ca9737def4add3114","","0.22","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3743153cf19da8a86a8f960ccec28fc0a5cb5d5d","OWNERSHIP","entity:9bcdd3a8816034b88ea1713c6914eb78fe35ea66","entity:11556f49114d3b350cf0f4dfbee75888681fd52c","","10.77","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"37a4a84bb3b80575bf8fff28ef3a108c97f717c2","OWNERSHIP","entity:649c8e63857b7eb57c336350e4201c6497342c6e","entity:a5cc63fea6595d7ecf4466e00dd2dd5ebb175e13","","100.00","","","","","","","","","","","","","","","","","SHAREHOLDER","",""
"37aa0f994f5c9a5c5e3a41911b13ef046f7079a7","OWNERSHIP","entity:4613cfd8b08cd01bce2108fd03ed49421e96ed05","entity:b6bb7eb5c7404e357a2e589e87afe34262c93b3c","","93.93","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"37abe6726785b5af8a3d0564240d00e591d47699","OWNERSHIP","entity:94b992d79f8647b7dceb5a17c401be232274614b","entity:a4a9b558cd0f2216de763401475a08ec923cd7f3","","50.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"37b909d4d02c29ab6aa7186d4010b6655bceb535","OWNERSHIP","entity:959ff98982dbd2f0df4f024bdc372013eec9a020","entity:5fb9b417758ba8535c2b1444808fa7d326357bfb","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"37cdd3d83a8a01f036fb347a31b32964074409f4","OWNERSHIP","entity:cb0e9dff4f942e3df47e537918efb8fd1ff31e74","entity:752c05afa3dad22ae55616fb9b6e25204e389320","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"37f4c00c17e4456d9e39f58dcdefeb803e2e6bc4","OWNERSHIP","entity:bf6ecf354d4a52c75b596094051802813718976e","entity:e393fcb9e56b593aae80a4720d2c8c987a4e3a3a","","6.60","","","","","","","","","","","","","","","","","AKTIONÄR","",""
"382392c18562c57443457d6d54e07080d48886f7","OWNERSHIP","entity:0a0b4460e35053965a3480293f853ecd4aa3e930","entity:c34d568b2c40b5e8815983ec6c1994f2a37717e9","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"387f6a99b673971abf6d66ec00ee7d4c51ca3c76","OWNERSHIP","entity:c2d64c9e7b0f887c013df20618fcdb3668ceac97","entity:b29d4566aeb5034b014eaa967f88cd8e1dbf66dc","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"38ba1685ce3e83137e0f8ac64901131ad180a567","OWNERSHIP","entity:051aa3373f37180861789fdbf27e18abb19fd2a1","entity:76f3d6b294f3dcfa4126aa1ce4a1911a9ac5d022","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"38c4365a6e7a27c634bb89fed89d6eab44460873","OWNERSHIP","entity:8c2ad4b902abef6eb2cb4d23ead3324b1be989bb","entity:a1a67da6d19bf8b2fc02fb30eb2f291a588c3a92","","51.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"38fdd716a13370404f5f00659b8238507bff3102","OWNERSHIP","entity:d80a9d65715fafb9e31a20cebdc240164e4628ba","entity:c3672aa45116d31a832f3f0235e7fd81880e13ef","","90.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"398d58767758aaa0d174480b3e2b336ed14bd5b5","OWNERSHIP","entity:bd66e4a4b3d7475b2ad7cd16bd48a041a531f6ec","entity:321c94662e71de8bae88facb84427e29fdfda840","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"398df44e6cc6a4fd1f7c1718ec91355a996a2af8","OWNERSHIP","entity:d55eeca95e40fb4dfe3694a2d6084231c6564ab8","entity:199d41ad47212bdfcdef2822b888e3a713512ff4","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"39beefb3e4a7eec86486c29263d167f8851147d2","OWNERSHIP","entity:9125d69900fdbdb00e3dfff6ce95a816064621bd","entity:ab97af084be677766879aee63aab63ff97e4d4e6","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"39bf1132b2dd7c8414d1ffccee34f22748afb4b6","OWNERSHIP","entity:83aa9f215e3f997b1a067641cbb935d928183781","entity:89cb87829bab3a481af889eb4d3c6d004d6b9434","","100.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"39e5b020749d58fb342f7d7d1811a11e5153ae2b","OWNERSHIP","entity:27516ebafce26575dbeb5e01dabd33587fe50c8e","entity:aa35344e18356c67d9593c71a4ab7a6fba1ed55a","","17.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3a355c8f7ab8ca1e51272a31a7968c6118c7a2d2","OWNERSHIP","entity:649c8e63857b7eb57c336350e4201c6497342c6e","entity:0aaaffb79471d1bcfe3fda05d495058bfa0f6eaf","","1.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
"3a3cb21705ac9c26c2bf6c88b6d2bb97ca6faa35","OWNERSHIP","entity:a75e177d46531d8f830c33203fdae2c681122bfc","entity:8045b78122a9e49cf4c97d408165491eeee964bf","","26.00","","","","","","","","","","","","","","","","","GESELLSCHAFTER","",""
